Area,Item,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes,hg/ha_yield
Brazil,Maize,500,18,50,3.84
Brazil,Maize,500,18,65,3.84
Brazil,Maize,500,22,20,4.01
Brazil,Maize,500,22,35,4.16
Brazil,Maize,500,22,50,4.16
Brazil,Maize,500,22,65,4.16
Brazil,Maize,500,25,20,4.25
Brazil,Maize,500,25,35,4.4
Brazil,Maize,500,25,50,4.4
Brazil,Maize,500,25,65,4.4
Brazil,Maize,500,28,20,4.01
Brazil,Maize,500,28,35,4.16
Brazil,Maize,500,28,50,4.16
Brazil,Maize,500,28,65,4.16
Brazil,Maize,500,31,20,3.77
Brazil,Maize,500,31,35,3.92
Brazil,Maize,500,31,50,3.92
Brazil,Maize,500,31,65,3.92
Brazil,Maize,650,18,20,3.69
Brazil,Maize,650,18,35,3.84
Brazil,Maize,650,18,50,3.84
Brazil,Maize,650,18,65,3.84
Brazil,Maize,650,22,20,4.01
Brazil,Maize,650,22,35,4.16
Brazil,Maize,650,22,50,4.16
Brazil,Maize,650,22,65,4.16
Brazil,Maize,650,25,20,4.25
Brazil,Maize,650,25,35,4.4
Brazil,Maize,650,25,50,4.4
Brazil,Maize,650,25,65,4.4
Brazil,Maize,650,28,20,4.01
Brazil,Maize,650,28,35,4.16
Brazil,Maize,650,28,50,4.16
Brazil,Maize,650,28,65,4.16
Brazil,Maize,650,31,20,3.77
Brazil,Maize,650,31,35,3.92
Brazil,Maize,650,31,50,3.92
Brazil,Maize,650,31,65,3.92
Brazil,Maize,800,18,20,4.29
Brazil,Maize,800,18,35,4.44
Brazil,Maize,800,18,50,4.44
Brazil,Maize,800,18,65,4.44
Brazil,Maize,800,22,20,4.61
Brazil,Maize,800,22,35,4.76
Brazil,Maize,800,22,50,4.76
Brazil,Maize,800,22,65,4.76
Brazil,Maize,800,25,20,4.85
Brazil,Maize,800,25,35,5.0
Brazil,Maize,800,25,50,5.0
Brazil,Maize,800,25,65,5.0
Brazil,Maize,800,28,20,4.61
Brazil,Maize,800,28,35,4.76
Brazil,Maize,800,28,50,4.76
Brazil,Maize,800,28,65,4.76
Brazil,Maize,800,31,20,4.37
Brazil,Maize,800,31,35,4.52
Brazil,Maize,800,31,50,4.52
Brazil,Maize,800,31,65,4.52
Brazil,Maize,950,18,20,4.29
Brazil,Maize,950,18,35,4.44
Brazil,Maize,950,18,50,4.44
Brazil,Maize,950,18,65,4.44
Brazil,Maize,950,22,20,4.61
Brazil,Maize,950,22,35,4.76
Brazil,Maize,950,22,50,4.76
Brazil,Maize,950,22,65,4.76
Brazil,Maize,950,25,20,4.85
Brazil,Maize,950,25,35,5.0
Brazil,Maize,950,25,50,5.0
Brazil,Maize,950,25,65,5.0
Brazil,Maize,950,28,20,4.61
Brazil,Maize,950,28,35,4.76
Brazil,Maize,950,28,50,4.76
Brazil,Maize,950,28,65,4.76
Brazil,Maize,950,31,20,4.37
Brazil,Maize,950,31,35,4.52
Brazil,Maize,950,31,50,4.52
Brazil,Maize,950,31,65,4.52
Brazil,Maize,1100,18,20,3.69
Brazil,Maize,1100,18,35,3.84
Brazil,Maize,1100,18,50,3.84
Brazil,Maize,1100,18,65,3.84
Brazil,Maize,1100,22,20,4.01
Brazil,Maize,1100,22,35,4.16
Brazil,Maize,1100,22,50,4.16
Brazil,Maize,1100,22,65,4.16
Brazil,Maize,1100,25,20,4.25
Brazil,Maize,1100,25,35,4.4
Brazil,Maize,1100,25,50,4.4
Brazil,Maize,1100,25,65,4.4
Brazil,Maize,1100,28,20,4.01
Brazil,Maize,1100,28,35,4.16
Brazil,Maize,1100,28,50,4.16
Brazil,Maize,1100,28,65,4.16
Brazil,Maize,1100,31,20,3.77
Brazil,Maize,1100,31,35,3.92
Brazil,Maize,1100,31,50,3.92
Brazil,Maize,1100,31,65,3.92
USA,Wheat,500,18,20,3.54
USA,Wheat,500,18,35,3.69
USA,Wheat,500,18,50,3.69
USA,Wheat,500,18,65,3.69
USA,Wheat,500,22,20,3.86
USA,Wheat,500,22,35,4.01
USA,Wheat,500,22,50,4.01
USA,Wheat,500,22,65,4.01
USA,Wheat,500,25,20,4.1
USA,Wheat,500,25,35,4.25
USA,Wheat,500,25,50,4.25
USA,Wheat,500,25,65,4.25
USA,Wheat,500,28,20,3.86
USA,Wheat,500,28,35,4.01
USA,Wheat,500,28,50,4.01
USA,Wheat,500,28,65,4.01
USA,Wheat,500,31,20,3.62
USA,Wheat,500,31,35,3.77
USA,Wheat,500,31,50,3.77
USA,Wheat,500,31,65,3.77
USA,Wheat,650,18,20,3.54
USA,Wheat,650,18,35,3.69
USA,Wheat,650,18,50,3.69
USA,Wheat,650,18,65,3.69
USA,Wheat,650,22,20,3.86
USA,Wheat,650,22,35,4.01
USA,Wheat,650,22,50,4.01
USA,Wheat,650,22,65,4.01
USA,Wheat,650,25,20,4.1
USA,Wheat,650,25,35,4.25
USA,Wheat,650,25,50,4.25
USA,Wheat,650,25,65,4.25
USA,Wheat,650,28,20,3.86
USA,Wheat,650,28,35,4.01
USA,Wheat,650,28,50,4.01
USA,Wheat,650,28,65,4.01
USA,Wheat,650,31,20,3.62
USA,Wheat,650,31,35,3.77
USA,Wheat,650,31,50,3.77
USA,Wheat,650,31,65,3.77
USA,Wheat,800,18,20,4.14
USA,Wheat,800,18,35,4.29
USA,Wheat,800,18,50,4.29
USA,Wheat,800,18,65,4.29
USA,Wheat,800,22,20,4.46
USA,Wheat,800,22,35,4.61
USA,Wheat,800,22,50,4.61
USA,Wheat,800,22,65,4.61
USA,Wheat,800,25,20,4.7
USA,Wheat,800,25,35,4.85
USA,Wheat,800,25,50,4.85
USA,Wheat,800,25,65,4.85
USA,Wheat,800,28,20,4.46
USA,Wheat,800,28,35,4.61
USA,Wheat,800,28,50,4.61
USA,Wheat,800,28,65,4.61
USA,Wheat,800,31,20,4.22
USA,Wheat,800,31,35,4.37
USA,Wheat,800,31,50,4.37
USA,Wheat,800,31,65,4.37
USA,Wheat,950,18,20,4.14
USA,Wheat,950,18,35,4.29
USA,Wheat,950,18,50,4.29
USA,Wheat,950,18,65,4.29
USA,Wheat,950,22,20,4.46
USA,Wheat,950,22,35,4.61
USA,Wheat,950,22,50,4.61
USA,Wheat,950,22,65,4.61
USA,Wheat,950,25,20,4.7
USA,Wheat,950,25,35,4.85
USA,Wheat,950,25,50,4.85
USA,Wheat,950,25,65,4.85
USA,Wheat,950,28,20,4.46
USA,Wheat,950,28,35,4.61
USA,Wheat,950,28,50,4.61
USA,Wheat,950,28,65,4.61
USA,Wheat,950,31,20,4.22
USA,Wheat,950,31,35,4.37
USA,Wheat,950,31,50,4.37
USA,Wheat,950,31,65,4.37
USA,Wheat,1100,18,20,3.54
USA,Wheat,1100,18,35,3.69
USA,Wheat,1100,18,50,3.69
USA,Wheat,1100,18,65,3.69
USA,Wheat,1100,22,20,3.86
USA,Wheat,1100,22,35,4.01
USA,Wheat,1100,22,50,4.01
USA,Wheat,1100,22,65,4.01
USA,Wheat,1100,25,20,4.1
USA,Wheat,1100,25,35,4.25
USA,Wheat,1100,25,50,4.25
USA,Wheat,1100,25,65,4.25
USA,Wheat,1100,28,20,3.86
USA,Wheat,1100,28,35,4.01
USA,Wheat,1100,28,50,4.01
USA,Wheat,1100,28,65,4.01
USA,Wheat,1100,31,20,3.62
USA,Wheat,1100,31,35,3.77
USA,Wheat,1100,31,50,3.77
USA,Wheat,1100,31,65,3.77
USA,Rice,500,18,20,4.14
USA,Rice,500,18,35,4.29
USA,Rice,500,18,50,4.29
USA,Rice,500,18,65,4.29
USA,Rice,500,22,20,4.46
USA,Rice,500,22,35,4.61
USA,Rice,500,22,50,4.61
USA,Rice,500,22,65,4.61
USA,Rice,500,25,20,4.7
USA,Rice,500,25,35,4.85
USA,Rice,500,25,50,4.85
USA,Rice,500,25,65,4.85
USA,Rice,500,28,20,4.46
USA,Rice,500,28,35,4.61
USA,Rice,500,28,50,4.61
USA,Rice,500,28,65,4.61
USA,Rice,500,31,20,4.22
USA,Rice,500,31,35,4.37
USA,Rice,500,31,50,4.37
USA,Rice,500,31,65,4.37
USA,Rice,650,18,20,4.14
USA,Rice,650,18,35,4.29
USA,Rice,650,18,50,4.29
USA,Rice,650,18,65,4.29
USA,Rice,650,22,20,4.46
USA,Rice,650,22,35,4.61
USA,Rice,650,22,50,4.61
USA,Rice,650,22,65,4.61
USA,Rice,650,25,20,4.7
USA,Rice,650,25,35,4.85
USA,Rice,650,25,50,4.85
USA,Rice,650,25,65,4.85
USA,Rice,650,28,20,4.46
USA,Rice,650,28,35,4.61
USA,Rice,650,28,50,4.61
USA,Rice,650,28,65,4.61
USA,Rice,650,31,20,4.22
USA,Rice,650,31,35,4.37
USA,Rice,650,31,50,4.37
USA,Rice,650,31,65,4.37
USA,Rice,800,18,20,4.74
USA,Rice,800,18,35,4.89
USA,Rice,800,18,50,4.89
USA,Rice,800,18,65,4.89
USA,Rice,800,22,20,5.06
USA,Rice,800,22,35,5.21
USA,Rice,800,22,50,5.21
USA,Rice,800,22,65,5.21
USA,Rice,800,25,20,5.3
USA,Rice,800,25,35,5.45
USA,Rice,800,25,50,5.45
USA,Rice,800,25,65,5.45
USA,Rice,800,28,20,5.06
USA,Rice,800,28,35,5.21
USA,Rice,800,28,50,5.21
USA,Rice,800,28,65,5.21
USA,Rice,800,31,20,4.82
USA,Rice,800,31,35,4.97
USA,Rice,800,31,50,4.97
USA,Rice,800,31,65,4.97
USA,Rice,950,18,20,4.74
USA,Rice,950,18,35,4.89
USA,Rice,950,18,50,4.89
USA,Rice,950,18,65,4.89
USA,Rice,950,22,20,5.06
USA,Rice,950,22,35,5.21
USA,Rice,950,22,50,5.21
USA,Rice,950,22,65,5.21
USA,Rice,950,25,20,5.3
USA,Rice,950,25,35,5.45
USA,Rice,950,25,50,5.45
USA,Rice,950,25,65,5.45
USA,Rice,950,28,20,5.06
USA,Rice,950,28,35,5.21
USA,Rice,950,28,50,5.21
USA,Rice,950,28,65,5.21
USA,Rice,950,31,20,4.82
USA,Rice,950,31,35,4.97
USA,Rice,950,31,50,4.97
USA,Rice,950,31,65,4.97
USA,Rice,1100,18,20,4.14
USA,Rice,1100,18,35,4.29
USA,Rice,1100,18,50,4.29
USA,Rice,1100,18,65,4.29
USA,Rice,1100,22,20,4.46
USA,Rice,1100,22,35,4.61
USA,Rice,1100,22,50,4.61
USA,Rice,1100,22,65,4.61
USA,Rice,1100,25,20,4.7
USA,Rice,1100,25,35,4.85
USA,Rice,1100,25,50,4.85
USA,Rice,1100,25,65,4.85
USA,Rice,1100,28,20,4.46
USA,Rice,1100,28,35,4.61
USA,Rice,1100,28,50,4.61
USA,Rice,1100,28,65,4.61
USA,Rice,1100,31,20,4.22
USA,Rice,1100,31,35,4.37
USA,Rice,1100,31,50,4.37
USA,Rice,1100,31,65,4.37
USA,Maize,500,18,20,3.84
USA,Maize,500,18,35,3.99
USA,Maize,500,18,50,3.99
USA,Maize,500,18,65,3.99
USA,Maize,500,22,20,4.16
USA,Maize,500,22,35,4.31
USA,Maize,500,22,50,4.31
USA,Maize,500,22,65,4.31
USA,Maize,500,25,20,4.4
USA,Maize,500,25,35,4.55
USA,Maize,500,25,50,4.55
USA,Maize,500,25,65,4.55
USA,Maize,500,28,20,4.16
USA,Maize,500,28,35,4.31
USA,Maize,500,28,50,4.31
USA,Maize,500,28,65,4.31
USA,Maize,500,31,20,3.92
USA,Maize,500,31,35,4.07
USA,Maize,500,31,50,4.07
USA,Maize,500,31,65,4.07
USA,Maize,650,18,20,3.84
USA,Maize,650,18,35,3.99
USA,Maize,650,18,50,3.99
USA,Maize,650,18,65,3.99
USA,Maize,650,22,20,4.16
USA,Maize,650,22,35,4.31
USA,Maize,650,22,50,4.31
USA,Maize,650,22,65,4.31
USA,Maize,650,25,20,4.4
USA,Maize,650,25,35,4.55
USA,Maize,650,25,50,4.55
USA,Maize,650,25,65,4.55
USA,Maize,650,28,20,4.16
USA,Maize,650,28,35,4.31
USA,Maize,650,28,50,4.31
USA,Maize,650,28,65,4.31
USA,Maize,650,31,20,3.92
USA,Maize,650,31,35,4.07
USA,Maize,650,31,50,4.07
USA,Maize,650,31,65,4.07
USA,Maize,800,18,20,4.44
USA,Maize,800,18,35,4.59
USA,Maize,800,18,50,4.59
USA,Maize,800,18,65,4.59
USA,Maize,800,22,20,4.76
USA,Maize,800,22,35,4.91
USA,Maize,800,22,50,4.91
USA,Maize,800,22,65,4.91
USA,Maize,800,25,20,5.0
USA,Maize,800,25,35,5.15
USA,Maize,800,25,50,5.15
USA,Maize,800,25,65,5.15
USA,Maize,800,28,20,4.76
USA,Maize,800,28,35,4.91
USA,Maize,800,28,50,4.91
USA,Maize,800,28,65,4.91
USA,Maize,800,31,20,4.52
USA,Maize,800,31,35,4.67
USA,Maize,800,31,50,4.67
USA,Maize,800,31,65,4.67
USA,Maize,950,18,20,4.44
USA,Maize,950,18,35,4.59
USA,Maize,950,18,50,4.59
USA,Maize,950,18,65,4.59
USA,Maize,950,22,20,4.76
USA,Maize,950,22,35,4.91
USA,Maize,950,22,50,4.91
USA,Maize,950,22,65,4.91
USA,Maize,950,25,20,5.0
USA,Maize,950,25,35,5.15
USA,Maize,950,25,50,5.15
USA,Maize,950,25,65,5.15
USA,Maize,950,28,20,4.76
USA,Maize,950,28,35,4.91
USA,Maize,950,28,50,4.91
USA,Maize,950,28,65,4.91
USA,Maize,950,31,20,4.52
USA,Maize,950,31,35,4.67
USA,Maize,950,31,50,4.67
USA,Maize,950,31,65,4.67
USA,Maize,1100,18,20,3.84
USA,Maize,1100,18,35,3.99
USA,Maize,1100,18,50,3.99
USA,Maize,1100,18,65,3.99
USA,Maize,1100,22,20,4.16
USA,Maize,1100,22,35,4.31
USA,Maize,1100,22,50,4.31
USA,Maize,1100,22,65,4.31
USA,Maize,1100,25,20,4.4
USA,Maize,1100,25,35,4.55
USA,Maize,1100,25,50,4.55
USA,Maize,1100,25,65,4.55
USA,Maize,1100,28,20,4.16
USA,Maize,1100,28,35,4.31
USA,Maize,1100,28,50,4.31
USA,Maize,1100,28,65,4.31
USA,Maize,1100,31,20,3.92
USA,Maize,1100,31,35,4.07
USA,Maize,1100,31,50,4.07
USA,Maize,1100,31,65,4.07
